id,question,answer
trivia_585,"Which river originates in the Taurus Mountains, and flows through Syria and Iraq?",Euphrates
trivia_5850,"In terms of tonnage of cargo handled, which is the world's largest port?",Port of Ningbo-Zhoushan
trivia_5850,"In terms of tonnage of cargo handled, which is the world's largest port?",Port of Shanghai
trivia_5850,"In terms of tonnage of cargo handled, which is the world's largest port?",Port of Singapore
trivia_5856,What is the imperial distance of a marathon race?,26 miles 385 yards
trivia_5856,What is the imperial distance of a marathon race?,26.2 miles
trivia_5856,What is the imperial distance of a marathon race?,26.21875 miles
trivia_5857,"In which decade was the Manchester Ship Canal opened; Anna Sewell's ""Black Beauty"" published; James Naismith invents basketball?""",1870s
trivia_5857,"In which decade was the Manchester Ship Canal opened; Anna Sewell's ""Black Beauty"" published; James Naismith invents basketball?""",1890s
trivia_5858,Glenn Miller played which musical instrument?,trombone
trivia_5883,Where are the headquarters of Interpol?,"Lyon, France"
trivia_591,Which Eastenders character had a dog called Willy?,Ethel Skinner
trivia_5910,Who was the last British male to reach the final of a Grand Slam tennis singles tournament?,Andy Murray
trivia_5910,Who was the last British male to reach the final of a Grand Slam tennis singles tournament?,Greg Rusedski
trivia_5910,Who was the last British male to reach the final of a Grand Slam tennis singles tournament?,John Lloyd
trivia_5915,What is the common name of the garden weed urtica dioica?,common nettle
trivia_5915,What is the common name of the garden weed urtica dioica?,stinging nettle
trivia_5918,In which English county was Henry 1st born?,North Yorkshire
trivia_5918,In which English county was Henry 1st born?,West Riding of Yorkshire
trivia_5918,In which English county was Henry 1st born?,Yorkshire
trivia_5928,Which perennial herb is also known as milfoil?,yarrow
trivia_5941,What was the name of the home of the Norse gods?,Asgard
trivia_5941,What was the name of the home of the Norse gods?,Vanaheim
trivia_597,Who lives in the Hundred Acre Wood?,Christopher Robin
trivia_597,Who lives in the Hundred Acre Wood?,Eeyore
trivia_597,Who lives in the Hundred Acre Wood?,Kanga
trivia_597,Who lives in the Hundred Acre Wood?,Owl
trivia_597,Who lives in the Hundred Acre Wood?,Piglet
trivia_597,Who lives in the Hundred Acre Wood?,Rabbit
trivia_597,Who lives in the Hundred Acre Wood?,Roo
trivia_597,Who lives in the Hundred Acre Wood?,Tigger
trivia_597,Who lives in the Hundred Acre Wood?,Winnie-the-Pooh
trivia_5981,What is the name of George Galloway's political party?,Respect Party (Respect – The Unity Coalition)
trivia_5981,What is the name of George Galloway's political party?,Workers Party of Britain
trivia_5983,What type of animal can be found on a tin of 'Lyle's Golden Syrup'?,bee
trivia_5983,What type of animal can be found on a tin of 'Lyle's Golden Syrup'?,lion
trivia_5990,What is the American word for a short-hand typist?,steno
trivia_5990,What is the American word for a short-hand typist?,stenographer
trivia_6009,In which Russian city is the Kirov Ballet based?,Leningrad
trivia_6009,In which Russian city is the Kirov Ballet based?,Saint Petersburg
trivia_6017,Who wrote the opera Faust in 1859?,Charles Gounod
trivia_6017,Who wrote the opera Faust in 1859?,Jules Barbier and Michel Carré
trivia_602,Who had an album called Physcomodo?,Cockney Rebel
trivia_6055,The character Sally Bowles appears in which film?,Cabaret
trivia_6055,The character Sally Bowles appears in which film?,I Am a Camera
trivia_6057,What is the anatomical name for the upper jaw bone?,maxilla
trivia_6057,What is the anatomical name for the upper jaw bone?,maxillary bone
trivia_606,"How many Rings of Power were there, in total?",19
trivia_606,"How many Rings of Power were there, in total?",20
trivia_6066,Where is the venue for the next Winter Olympics in 2010?,"Vancouver and Whistler, British Columbia, Canada"
trivia_6066,Where is the venue for the next Winter Olympics in 2010?,"Vancouver, British Columbia, Canada"
trivia_6067,What was said to have been guarded by the Fisher King?,the Holy Grail
trivia_6067,What was said to have been guarded by the Fisher King?,the Holy Lance (Bleeding Lance)
trivia_607,Which common colour can also be known as heliotrope?,purple
trivia_607,Which common colour can also be known as heliotrope?,violet
trivia_6072,Which is the most southerly country of the EU?,Cyprus
trivia_6072,Which is the most southerly country of the EU?,France
trivia_608,Which golf shot is the opposite of a slice?,draw
trivia_608,Which golf shot is the opposite of a slice?,hook
trivia_6087,Botswana was known by what name until 1966?,Bechuanaland
trivia_6087,Botswana was known by what name until 1966?,Bechuanaland Protectorate
trivia_6091,In which city were the Olympic Games held in which Torvill & Dean won the Gold Medal dancing to Bolero?,Sarajevo
trivia_6092,Give a year in the life of artist Paul Gauguin?,1848
trivia_6092,Give a year in the life of artist Paul Gauguin?,1888
trivia_6092,Give a year in the life of artist Paul Gauguin?,1891
trivia_6092,Give a year in the life of artist Paul Gauguin?,1895
trivia_6092,Give a year in the life of artist Paul Gauguin?,1897
trivia_6092,Give a year in the life of artist Paul Gauguin?,1901
trivia_6092,Give a year in the life of artist Paul Gauguin?,1903
trivia_6093,What do the Americans call what we call a 'sofa'?,couch
trivia_6093,What do the Americans call what we call a 'sofa'?,sofa
trivia_6095,The 'Rumble in the Jungle' between Ali and Foreman took place in which city?,Kinshasa
trivia_6127,Which rugby league team is known as the Rhinos?,Leeds Rhinos
trivia_6127,Which rugby league team is known as the Rhinos?,South Africa Rhinos
trivia_613,General Charles de Gaulle was French President 1959 to 1969. Who succeeded him?,Alain Poher
trivia_613,General Charles de Gaulle was French President 1959 to 1969. Who succeeded him?,Georges Pompidou
trivia_6141,Which is the largest of the United Arab Emirates?,Abu Dhabi
trivia_6141,Which is the largest of the United Arab Emirates?,Dubai
trivia_616,Which cheese shares its name with a Guiness Premiership rugby team that play at Welford Road?,Leicester
trivia_616,Which cheese shares its name with a Guiness Premiership rugby team that play at Welford Road?,Red Leicester
trivia_6167,Which television detective was created by Glenn Chandler?,Jim Taggart
trivia_617,Where in London were the first escalators installed in 1898?,"Harrods department store, Knightsbridge"
trivia_6194,In which month of the year does pheasant shooting legally begin?,November
trivia_6194,In which month of the year does pheasant shooting legally begin?,October
trivia_6196,Which British Trade Union has the largest paying membership?,UNISON
trivia_6196,Which British Trade Union has the largest paying membership?,Unite the Union
trivia_6199,"Who wounded Achilles in the heel, leading to his death?",Apollo
trivia_6199,"Who wounded Achilles in the heel, leading to his death?",Paris
trivia_6210,"Give a year in the life of playwright and poet, Christopher Marlowe.?",1564
trivia_6210,"Give a year in the life of playwright and poet, Christopher Marlowe.?",1593
trivia_6212,In what year was the most recent census in the UK ?,2021
trivia_6212,In what year was the most recent census in the UK ?,2022
trivia_6227,What part of the human body is affected by 'iritis'?,eye
trivia_6227,What part of the human body is affected by 'iritis'?,iris
trivia_6229,What type of animal is a bonobo?,ape
trivia_6229,What type of animal is a bonobo?,chimpanzee
trivia_6229,What type of animal is a bonobo?,great ape
trivia_6229,What type of animal is a bonobo?,primate
trivia_6233,What would you serve in a samovar?,hot water
trivia_6233,What would you serve in a samovar?,tea
trivia_6234,"Who wrote ""A cauliflower is nothing but a cabbage with a college education""?""",Mark Twain
trivia_6242,The 'Black Caps' is the nickname for which team in sport?,New Zealand men's national cricket team
trivia_627,Which British band named themselves after a South African football team?,Amazulu
trivia_627,Which British band named themselves after a South African football team?,Kaiser Chiefs
trivia_6271,What is the collective noun for a group of badgers?,cete
trivia_6271,What is the collective noun for a group of badgers?,clan
trivia_6271,What is the collective noun for a group of badgers?,colony
trivia_628,How many female P.Ms have there been?,1 (Australia)
trivia_628,How many female P.Ms have there been?,1 (Canada)
trivia_628,How many female P.Ms have there been?,1 (India)
trivia_628,How many female P.Ms have there been?,1 (Pakistan)
trivia_628,How many female P.Ms have there been?,3 (New Zealand)
trivia_628,How many female P.Ms have there been?,3 (United Kingdom)
trivia_6283,"Which musical instrument can have 21, 22, or 23 strings?",Celtic (lever) harp
trivia_6283,"Which musical instrument can have 21, 22, or 23 strings?",kora
trivia_6283,"Which musical instrument can have 21, 22, or 23 strings?",sarod
trivia_6284,Astigmatism is a condition affecting which part of the body?,Cornea
trivia_6284,Astigmatism is a condition affecting which part of the body?,Eye
trivia_6284,Astigmatism is a condition affecting which part of the body?,Lens
trivia_6290,What is the largest state in Brazil?,Amazonas
trivia_6290,What is the largest state in Brazil?,São Paulo
trivia_6298,Which motorway links Coventry to Leicester?,M69
trivia_6299,What name is given to the person in a restaurant responsible for the wine and assisting customers with their choice of wine?,Sommelier
trivia_6299,What name is given to the person in a restaurant responsible for the wine and assisting customers with their choice of wine?,wine steward
trivia_6299,What name is given to the person in a restaurant responsible for the wine and assisting customers with their choice of wine?,wine waiter
trivia_630,"Newspapers come is various sizes, broadsheet being the largest, and tabloid being smaller, but what name is given to the smallest size.?",Berliner
trivia_630,"Newspapers come is various sizes, broadsheet being the largest, and tabloid being smaller, but what name is given to the smallest size.?",compact
trivia_6315,Whose first solo UK number 1 single was I Only Have Eyes for You in September 1975?,Art Garfunkel
trivia_6325,On which town or city's beach did John Stonehouse do his Reggie Perrin (disappearing act)?,"Miami Beach, Florida"
trivia_6325,On which town or city's beach did John Stonehouse do his Reggie Perrin (disappearing act)?,"Miami, Florida"
trivia_6328,What was the name given to the synthetic material which was the fore-runner to today's modern plastic?,Bakelite
trivia_6328,What was the name given to the synthetic material which was the fore-runner to today's modern plastic?,Celluloid
trivia_6328,What was the name given to the synthetic material which was the fore-runner to today's modern plastic?,Parkesine
trivia_6343,Who was the wife of Moses?,Zipporah
trivia_6343,Who was the wife of Moses?,a Cushite woman
trivia_6345,What is the name for a female bear?,she-bear
trivia_6345,What is the name for a female bear?,sow
trivia_6346,"Which country did Tsar Nicholas I of Russia call ""the sick man of Europe""?""",Ottoman Empire
trivia_6354,"Apart from London, in which other British city is there a Charing Cross?",Bath
trivia_6354,"Apart from London, in which other British city is there a Charing Cross?",Belfast
trivia_6354,"Apart from London, in which other British city is there a Charing Cross?",Glasgow
trivia_6354,"Apart from London, in which other British city is there a Charing Cross?",Norwich
trivia_6354,"Apart from London, in which other British city is there a Charing Cross?",Wolverhampton
trivia_6356,Which philosopher wrote 'Thus Spoke Zarathustra' between 1883 and 1885?,Friedrich Nietzsche
trivia_6357,"Who in the Bible is the mother of Mary, the mother of Jesus?","Anne (tradition, not in the Bible)"
trivia_6357,"Who in the Bible is the mother of Mary, the mother of Jesus?",Not named in the Bible
trivia_6360,"Who is the composer of ""The L'Arlesienne Suite""?""",Georges Bizet
trivia_6369,In which daily newspaper does the business cartoon 'Alex' appear?,The Daily Telegraph
trivia_6369,In which daily newspaper does the business cartoon 'Alex' appear?,The Independent
trivia_6379,"Which artist's name means in translation ""Little Barrel""?""",Sandro Botticelli
trivia_6384,Which actor played the second Dr Who?,David Tennant
trivia_6384,Which actor played the second Dr Who?,Patrick Troughton
trivia_6384,Which actor played the second Dr Who?,Peter Cushing
trivia_6386,Which car company produces the Meriva model?,Chevrolet
trivia_6386,Which car company produces the Meriva model?,Opel
trivia_6386,Which car company produces the Meriva model?,Vauxhall
trivia_6391,"When suffix letters were first used on British car registration plates the letter was used for a calendar year, later, to suit the car industry, the letter changed on August 1 each year, which letter was consequently used for only seven months?",E
trivia_6405,"Which country has provinces including Masvingo, Midlands and Manicaland?",Zimbabwe
trivia_6416,"Which bird, in relation to its size, has the thickest skull?",cassowary
trivia_6416,"Which bird, in relation to its size, has the thickest skull?",helmeted hornbill
trivia_6416,"Which bird, in relation to its size, has the thickest skull?",woodpecker
trivia_6421,"Which US President was nicknamed ""the Gipper""?""",Ronald Reagan
trivia_6429,"Give the surname of the classical music piano soloist sisters, Katia and Marielle?",Labeque
trivia_6429,"Give the surname of the classical music piano soloist sisters, Katia and Marielle?",Labèque
trivia_643,Who was known as the Great Lover of the Silent Screen?,John Gilbert
trivia_643,Who was known as the Great Lover of the Silent Screen?,Rudolph Valentino
trivia_6443,"In the Bible, where was Jesus betrayed by Judas, and subsequently arrested?",Garden of Gethsemane
trivia_6443,"In the Bible, where was Jesus betrayed by Judas, and subsequently arrested?",Mount of Olives
trivia_6443,"In the Bible, where was Jesus betrayed by Judas, and subsequently arrested?",a garden across the Kidron Valley
trivia_6446,"In the TV series, ""Dad's Army"", what was the name of Captain Mainwaring's wife?""",Elizabeth
trivia_6448,Give a year in the reign of King Richard I of England (The Lionheart)?,1189
trivia_6448,Give a year in the reign of King Richard I of England (The Lionheart)?,1190
trivia_6448,Give a year in the reign of King Richard I of England (The Lionheart)?,1191
trivia_6448,Give a year in the reign of King Richard I of England (The Lionheart)?,1192
trivia_6448,Give a year in the reign of King Richard I of England (The Lionheart)?,1193
trivia_6448,Give a year in the reign of King Richard I of England (The Lionheart)?,1194
trivia_6448,Give a year in the reign of King Richard I of England (The Lionheart)?,1195
trivia_6448,Give a year in the reign of King Richard I of England (The Lionheart)?,1196
trivia_6448,Give a year in the reign of King Richard I of England (The Lionheart)?,1197
trivia_6448,Give a year in the reign of King Richard I of England (The Lionheart)?,1198
trivia_6448,Give a year in the reign of King Richard I of England (The Lionheart)?,1199
trivia_6470,"""Holding Back the Years"", was a US No 1 hit record for which British pop group?""",Simply Red
trivia_6487,What title was given to the eldest son of a Russian Czar?,Tsarevich
trivia_6487,What title was given to the eldest son of a Russian Czar?,Tsesarevich
trivia_6501,"Who, during a radio microphone test in 1984 said, 'I just signed legislation which outlaws Russia forever The bombing begins in five minutes?",Ronald Reagan
trivia_6557,The seven sisters known as the 'Pleiades' were the daughters of which legendary figure?,Atlas
trivia_6557,The seven sisters known as the 'Pleiades' were the daughters of which legendary figure?,Atlas and Pleione
trivia_656,"In 1969, a man was stabbed to death by a member of the Hell's Angels at a Rolling Stones concert. Where was the concert held?",Altamont Speedway
trivia_656,"In 1969, a man was stabbed to death by a member of the Hell's Angels at a Rolling Stones concert. Where was the concert held?","Altamont, California"
trivia_6598,"In Greek mythology what was the name of the goatlike man with pointed ears, horns and a tail?",Pan
trivia_6598,"In Greek mythology what was the name of the goatlike man with pointed ears, horns and a tail?",satyr
trivia_660,Anellini pasta is what type of shape?,ring-shaped (small rings)
trivia_6604,"What name is given to the bridge design, such as Tower Bridge, with a divided lifting roadway?",bascule bridge
trivia_6604,"What name is given to the bridge design, such as Tower Bridge, with a divided lifting roadway?",drawbridge
trivia_662,Which company were responsible for the production of the Spitfire?,Supermarine
trivia_662,Which company were responsible for the production of the Spitfire?,Vickers-Armstrongs
trivia_6622,Give any year in the life of the painter Raphael.?,1483
trivia_6622,Give any year in the life of the painter Raphael.?,1484
trivia_6622,Give any year in the life of the painter Raphael.?,1485
trivia_6622,Give any year in the life of the painter Raphael.?,1486
trivia_6622,Give any year in the life of the painter Raphael.?,1487
trivia_6622,Give any year in the life of the painter Raphael.?,1488
trivia_6622,Give any year in the life of the painter Raphael.?,1489
trivia_6622,Give any year in the life of the painter Raphael.?,1490
trivia_6622,Give any year in the life of the painter Raphael.?,1491
trivia_6622,Give any year in the life of the painter Raphael.?,1492
trivia_6622,Give any year in the life of the painter Raphael.?,1493
trivia_6622,Give any year in the life of the painter Raphael.?,1494
trivia_6622,Give any year in the life of the painter Raphael.?,1495
trivia_6622,Give any year in the life of the painter Raphael.?,1496
trivia_6622,Give any year in the life of the painter Raphael.?,1497
trivia_6622,Give any year in the life of the painter Raphael.?,1498
trivia_6622,Give any year in the life of the painter Raphael.?,1499
trivia_6622,Give any year in the life of the painter Raphael.?,1500
trivia_6622,Give any year in the life of the painter Raphael.?,1501
trivia_6622,Give any year in the life of the painter Raphael.?,1502
trivia_6622,Give any year in the life of the painter Raphael.?,1503
trivia_6622,Give any year in the life of the painter Raphael.?,1504
trivia_6622,Give any year in the life of the painter Raphael.?,1505
trivia_6622,Give any year in the life of the painter Raphael.?,1506
trivia_6622,Give any year in the life of the painter Raphael.?,1507
trivia_6622,Give any year in the life of the painter Raphael.?,1508
trivia_6622,Give any year in the life of the painter Raphael.?,1509
trivia_6622,Give any year in the life of the painter Raphael.?,1510
trivia_6622,Give any year in the life of the painter Raphael.?,1511
trivia_6622,Give any year in the life of the painter Raphael.?,1512
trivia_6622,Give any year in the life of the painter Raphael.?,1513
trivia_6622,Give any year in the life of the painter Raphael.?,1514
trivia_6622,Give any year in the life of the painter Raphael.?,1515
trivia_6622,Give any year in the life of the painter Raphael.?,1516
trivia_6622,Give any year in the life of the painter Raphael.?,1517
trivia_6622,Give any year in the life of the painter Raphael.?,1518
trivia_6622,Give any year in the life of the painter Raphael.?,1519
trivia_6622,Give any year in the life of the painter Raphael.?,1520
trivia_6638,Who played Hotlips Houlihan in the 1972 film MASH?,Loretta Swit
trivia_6638,Who played Hotlips Houlihan in the 1972 film MASH?,Sally Kellerman
trivia_6660,How many fences do horses need to encounter at the Grand National?,16
trivia_6660,How many fences do horses need to encounter at the Grand National?,30
trivia_6667,What is the common name of the flowering plant Kniphofia?,poker plant
trivia_6667,What is the common name of the flowering plant Kniphofia?,red hot poker
trivia_6667,What is the common name of the flowering plant Kniphofia?,torch lily
trivia_6667,What is the common name of the flowering plant Kniphofia?,tritoma
trivia_6672,"What word describes making beautiful with ornaments, or to decorate, etc?",adorn
trivia_6672,"What word describes making beautiful with ornaments, or to decorate, etc?",beautify
trivia_6672,"What word describes making beautiful with ornaments, or to decorate, etc?",bedeck
trivia_6672,"What word describes making beautiful with ornaments, or to decorate, etc?",decorate
trivia_6672,"What word describes making beautiful with ornaments, or to decorate, etc?",embellish
trivia_6672,"What word describes making beautiful with ornaments, or to decorate, etc?",ornament
trivia_6678,What literary term means a sudden descent from the exalted to the ridiculous?,anticlimax
trivia_6678,What literary term means a sudden descent from the exalted to the ridiculous?,bathos
trivia_6690,Which writer had a dog called Flush?,Elizabeth Barrett Browning
trivia_6690,Which writer had a dog called Flush?,Mary Russell Mitford
trivia_6692,There are two gymnastics' events in the Olympic games that men compete in but women don't - one is the pommel horse name the other.?,horizontal bar
trivia_6692,There are two gymnastics' events in the Olympic games that men compete in but women don't - one is the pommel horse name the other.?,parallel bars
trivia_6692,There are two gymnastics' events in the Olympic games that men compete in but women don't - one is the pommel horse name the other.?,still rings
trivia_6705,"What type of creature is a Lion's Mane, found in the Arctic'?",jellyfish
trivia_6716,KHI is the international code for which Asian airport?,"Jinnah International Airport (Karachi, Pakistan)"
trivia_6723,What was depicted on the reverse side of a pre-decimal halfpenny?,Britannia
trivia_6723,What was depicted on the reverse side of a pre-decimal halfpenny?,The Golden Hind
trivia_6724,"In 1842, what was ceded to Britain by the Treaty of Nanking?",Hong Kong
trivia_6724,"In 1842, what was ceded to Britain by the Treaty of Nanking?",Hong Kong Island
trivia_6726,"In Arthurian legend, who threw Excalibur back into the Lake?",Sir Bedivere (Bedwyr)
trivia_6726,"In Arthurian legend, who threw Excalibur back into the Lake?",Sir Griflet (Girflet)
trivia_6750,"In computing, what started life at Stanford University as 'backrub'?",Google
trivia_6754,What do we call the vegetable called the rutabaga in America?,Swedish turnip
trivia_6754,What do we call the vegetable called the rutabaga in America?,neep
trivia_6754,What do we call the vegetable called the rutabaga in America?,swede
trivia_6760,"In the book by L. M. Montgomery, in which Canadian province is ""Anne of Green Gables"" set?""",Prince Edward Island
trivia_6775,Give a year in the life of author H P Lovecraft?,1890
trivia_6775,Give a year in the life of author H P Lovecraft?,1921
trivia_6775,Give a year in the life of author H P Lovecraft?,1924
trivia_6775,Give a year in the life of author H P Lovecraft?,1926
trivia_6775,Give a year in the life of author H P Lovecraft?,1937
trivia_6784,Which island is particularly associated with the artist Paul Gauguin?,Hiva Oa
trivia_6784,Which island is particularly associated with the artist Paul Gauguin?,Tahiti
trivia_6792,The 'Speedcell' was the name of the official match ball in which tournament?,2010 FIFA Club World Cup
trivia_6792,The 'Speedcell' was the name of the official match ball in which tournament?,2011 FIFA U-17 World Cup
trivia_6792,The 'Speedcell' was the name of the official match ball in which tournament?,2011 FIFA U-20 World Cup
trivia_6849,What is the collective name for a group of hawks or falcons?,cast
trivia_6849,What is the collective name for a group of hawks or falcons?,kettle
trivia_6853,"The Bet365 Gold Cup, formerly the Beffred and the Whitbread Gold Cup, is the last major 'race of the National Hunt season. On which course is it run?",Sandown Park
trivia_6868,"""Getting to Know You"" is a song from which film?""",The King and I (1956)
trivia_6868,"""Getting to Know You"" is a song from which film?""",The King and I (1999)
trivia_688,"Which cartoon series featured the characters Lion-o, Cheetera, Tygra and Snarf/?",ThunderCats (1985 animated series)
trivia_688,"Which cartoon series featured the characters Lion-o, Cheetera, Tygra and Snarf/?",ThunderCats (2011 TV series)
trivia_688,"Which cartoon series featured the characters Lion-o, Cheetera, Tygra and Snarf/?",ThunderCats Roar (2020 TV series)
trivia_6892,What was the capital of Poland prior to Warsaw?,Gniezno
trivia_6892,What was the capital of Poland prior to Warsaw?,Kraków
trivia_6899,An 18th century innovation what is the method of gilding furniture and clocks known as?,Mercury gilding (fire gilding)
trivia_6899,An 18th century innovation what is the method of gilding furniture and clocks known as?,Ormolu
trivia_69,Who had a 70s No 1 hit with Let's Do It Again?,The Staple Singers
trivia_690,Which famous resident resides at Highgrove House?,King Charles III (formerly Prince Charles)
trivia_690,Which famous resident resides at Highgrove House?,Queen Camilla
trivia_6900,What was the value of the former British coin the groat?,four pence (4d)
trivia_6901,Who is the patron saint of cobblers?,Saint Anianus (Annianus) of Alexandria
trivia_6901,Who is the patron saint of cobblers?,Saint Crispin
trivia_6901,Who is the patron saint of cobblers?,Saint Crispinian
trivia_6914,The term 'the fourth wall' would be used for an imaginary wall in what type of building?,theatre
trivia_6930,"Which of the United States is known as the ""Sunflower"" state?""",Kansas
trivia_6939,In which castle is Shakespeare's' Hamlet' set?,Elsinore Castle
trivia_6939,In which castle is Shakespeare's' Hamlet' set?,Kronborg Castle
trivia_6973,What name is given to the elements with atomic numbers from 89 to 103 in the periodic table?,Actinides
trivia_6973,What name is given to the elements with atomic numbers from 89 to 103 in the periodic table?,Actinoids
trivia_6990,Slivovitz is a brandy distilled from which fruit?,plum
trivia_7021,How many characters are there in the Russian Cyrillic alphabet?,32
trivia_7021,How many characters are there in the Russian Cyrillic alphabet?,33
trivia_7029,The world's deepest known cave is in which country?,Abkhazia
trivia_7029,The world's deepest known cave is in which country?,Georgia
trivia_703,Which queen consort of England is associated with Hever Castle in Kent?,Anne Boleyn
trivia_703,Which queen consort of England is associated with Hever Castle in Kent?,Anne of Cleves
trivia_704,What was the capital of the United States between 1785 and 1790??,New York City
trivia_704,What was the capital of the United States between 1785 and 1790??,Philadelphia
trivia_7055,Who is the oldest person to have a number one hit in Britain?,Captain Tom Moore
trivia_7055,Who is the oldest person to have a number one hit in Britain?,Louis Armstrong
trivia_7061,Which mythological creatures are half horse and half man?,Centaur
trivia_7061,Which mythological creatures are half horse and half man?,Nuckelavee
trivia_7061,Which mythological creatures are half horse and half man?,Tikbalang
trivia_7068,"What is the name of the whirlpool in the Hebrides between Scarba and Jura, the third largest in the world?",Corryvreckan
trivia_7068,"What is the name of the whirlpool in the Hebrides between Scarba and Jura, the third largest in the world?",Gulf of Corryvreckan
trivia_7072,What is the name for the practice of water divining by deploying a deflecting stick?,dowsing
trivia_7072,What is the name for the practice of water divining by deploying a deflecting stick?,radiesthesia
trivia_7072,What is the name for the practice of water divining by deploying a deflecting stick?,rhabdomancy
trivia_7072,What is the name for the practice of water divining by deploying a deflecting stick?,water witching
trivia_7073,Denmark has a single land border; with which country?,Canada
trivia_7073,Denmark has a single land border; with which country?,Germany
trivia_7088,"Who is the vice President of the,USA?",J. D. Vance
trivia_7088,"Who is the vice President of the,USA?",Kamala Harris
trivia_7088,"Who is the vice President of the,USA?",Tim Walz
trivia_7099,Which arid region of Ethiopia was invaded by Somalia in 1977?,Ogaden
trivia_7116,The armistice to end World War I was signed in November 1918 in a railway carriage in which French town?,Compiègne
trivia_7116,The armistice to end World War I was signed in November 1918 in a railway carriage in which French town?,Rethondes
trivia_7134,What is the name of the co-founder of Apple Computers who died in October 2011?,Steve Jobs
trivia_7148,Which brewery makes Lancaster Bomber and Wainwrights fine ale?,Marston's (now Carlsberg Marston's Brewing Company)
trivia_7148,Which brewery makes Lancaster Bomber and Wainwrights fine ale?,Thwaites Brewery
trivia_7152,"To whom are the following words usually attributed ""A woman drove me to drink and I never- ad the courtesy to, thank her""?""",W. C. Fields
trivia_7175,In Pride and Prejudice what was the first name of Mr Darcy?,Fitzwilliam
trivia_7178,In which town is the Octagon Theatre?,Bolton
trivia_7178,In which town is the Octagon Theatre?,Yeovil
trivia_7198,"In electromagnetism, which unit is found by multiplying volts by amperes?",volt-ampere
trivia_7198,"In electromagnetism, which unit is found by multiplying volts by amperes?",watt
trivia_7205,"Which UK city is traditionally associated with jute, jam and journalism?",Dundee
trivia_7214,Which word is used for the letter U in the phonetic alphabet?,Uncle
trivia_7214,Which word is used for the letter U in the phonetic alphabet?,Uniform
trivia_7214,Which word is used for the letter U in the phonetic alphabet?,Union
trivia_7224,"""Paralympics"" is a combination of Olympics and what other word?",parallel
trivia_7224,"""Paralympics"" is a combination of Olympics and what other word?",paraplegic
trivia_7227,Which fashion designer was suspended by Dior after making anti-semitic remarks in a Paris bar in 2011?,John Galliano
trivia_7229,"In which US TV series was Peter Graves greeted with the message 'Good morning, Mr Phelps '?",Mission: Impossible (1966 TV series)
trivia_7229,"In which US TV series was Peter Graves greeted with the message 'Good morning, Mr Phelps '?",Mission: Impossible (1988 TV series)
trivia_7243,Which river enters the sea at Whitby in Yorkshire?,River Esk
trivia_725,In which is Shakespeare's plays are the title character's last words the rest is silence?,Hamlet
trivia_7257,In which children's TV series does Shaggy appear?,Scooby-Doo
trivia_7257,In which children's TV series does Shaggy appear?,"Scooby-Doo, Where Are You!"
trivia_7272,To which group of primates do Aye Ayes belong?,Lemurs
trivia_7272,To which group of primates do Aye Ayes belong?,Prosimians
trivia_7272,To which group of primates do Aye Ayes belong?,Strepsirrhines
trivia_7273,Which classical author wrote the Anabasis?,Arrian
trivia_7273,Which classical author wrote the Anabasis?,Xenophon
trivia_7277,At what age does an individual first become entitled to a free TV licence?,70
trivia_7277,At what age does an individual first become entitled to a free TV licence?,75
trivia_7280,What species of fly has the Latin name calliphora vomitoria?,blue bottle blowfly
trivia_7280,What species of fly has the Latin name calliphora vomitoria?,bluebottle
trivia_7280,What species of fly has the Latin name calliphora vomitoria?,bluebottle fly
trivia_7321,Which Roman Emperor succeeded his father Vespasian in 79?,Titus
trivia_7328,"What is an alternative name for vitamin B9, essential in promoting cell growth, particularly during pregnancy?",folate
trivia_7328,"What is an alternative name for vitamin B9, essential in promoting cell growth, particularly during pregnancy?",folic acid
trivia_7359,Which American motor manufacturer's logo is the head of a ram?,Dodge
trivia_7359,Which American motor manufacturer's logo is the head of a ram?,Ram
trivia_736,Who was the author of Pygmalion'?,George Bernard Shaw
trivia_736,Who was the author of Pygmalion'?,Jean-Jacques Rousseau
trivia_7360,"Who, c1842, painted the picture Snowstorm - Steamboat off a Harbour's Mouth, now in the Tate?",J. M. W. Turner
trivia_7377,What type of exhibit can be seen in the military museum at Bovington in Dorset?,armoured vehicles
trivia_7377,What type of exhibit can be seen in the military museum at Bovington in Dorset?,tanks
trivia_7425,Who is the Conservative MP for Tatton?,Esther McVey
trivia_7425,Who is the Conservative MP for Tatton?,George Osborne
trivia_7443,What does a costermonger sell?,apples
trivia_7443,What does a costermonger sell?,fruit and vegetables
trivia_7473,Which company makes/made a watch called 'Submariner'?,Rolex
trivia_7473,Which company makes/made a watch called 'Submariner'?,Tudor
trivia_7567,Who played the Riddler in the original Batman TV series?,Frank Gorshin
trivia_7567,Who played the Riddler in the original Batman TV series?,John Astin
trivia_757,In Egyptian myth who was the God of chaos and disorder?,Apep (Apophis)
trivia_757,In Egyptian myth who was the God of chaos and disorder?,Set (Seth)
trivia_759,Which method of painting consists of applying pigment to wet plaster?,buon fresco (true fresco)
trivia_759,Which method of painting consists of applying pigment to wet plaster?,fresco
trivia_7598,What was England's first publicly subscribed passenger railway?,Liverpool and Manchester Railway
trivia_7600,A 'Clumber' is a breed of which dog?,spaniel
trivia_7618,"The TV presenter Sir Patrick Moore, CBE, was a keen amateur musician, composing and playing pieces for which instrument?",xylophone
